,DC_Power_kW,AC_Power_kW,Daily_Yield_kW,Ambient_Temperature_C,Module_Temperature_C,Irradition
2020-05-15 06:00:00,42.82494588772727,4.133143939454546,0.0,22.9935167,21.19735857272727,0.005619368223636299
2020-05-15 06:15:00,279.18641774090906,26.969940476363636,2.7846320346363638,22.920197299999998,21.33739236363636,0.02126880712727266
2020-05-15 06:30:00,694.1433982636364,67.28157467545455,14.751352813772728,23.976731266666665,22.893282,0.049409723866666616
2020-05-15 06:45:00,1301.2086039545454,126.83855519545456,37.250270562272725,24.218990000000005,24.442443933333333,0.0953944536
2020-05-15 07:00:00,1879.3597403181818,184.21191558636363,78.07954545409092,24.537398400000008,27.185652866666672,0.14194044333333325
2020-05-15 07:15:00,2025.6458331818183,198.57830086818183,125.08982683636363,24.815959500000005,28.88847785714286,0.15471267571428554
2020-05-15 07:30:00,1982.695075727273,194.36068722727276,175.0170454590909,24.988789866666664,29.60564380000001,0.14879915333333335
2020-05-15 07:45:00,2017.9951298636367,197.82248375909091,222.20129870454548,25.21618033333333,29.547110933333332,0.1447934189333333
2020-05-15 08:00:00,2947.0365260000003,289.34586038636365,280.03733766818186,25.419513066666674,31.41254473333333,0.2016386213333333
2020-05-15 08:15:00,4633.507142818183,454.63930195000006,374.0548701318181,25.959082133333332,35.5287108,0.34570765333333325
2020-05-15 08:30:00,5096.7984305909085,499.80013527727266,498.63582251363636,26.430782066666666,40.31805859999999,0.40534857266666646
2020-05-15 08:45:00,4204.793831136363,412.7303571409091,603.1599026,26.8318298,39.081953733333314,0.31242679533333306
2020-05-15 09:00:00,7527.222402636364,736.8795454545456,754.2353896090909,27.6209698,45.009232600000004,0.6231526486666665
2020-05-15 09:15:00,4492.091720772727,440.5832792272727,908.2264610363636,27.988362071428572,46.61770649999998,0.3448840357142856
2020-05-15 09:30:00,3478.2840908636367,341.4272727318182,994.9496753045455,27.516727866666667,39.13632600000001,0.2492484
2020-05-15 09:45:00,7335.001623409091,717.8687499954544,1115.1536796545454,27.450107666666668,40.93057693333333,0.5412059773333335
2020-05-15 10:00:00,8319.3733765,813.4908279181818,1333.9423702,28.632191866666655,52.54773559999999,0.6706753719999999
2020-05-15 10:15:00,7214.388798681818,705.9977272727273,1498.7970779090908,28.76891273333333,47.633738,0.5722834766666663
2020-05-15 10:30:00,5868.347077954546,574.9359902681819,1673.7806817727273,29.351442600000016,49.24972326666666,0.4551483833333332
2020-05-15 10:45:00,5141.961038954545,504.16495129545456,1809.0587662272728,28.85470786666667,44.048325600000005,0.3619616539999999
2020-05-15 11:00:00,8807.637986681817,860.7526947500002,1972.2706170000004,29.41081933333334,47.6854534,0.6365608813333331
2020-05-15 11:15:00,7286.419372272728,712.8960768363636,2170.5800865454544,30.21606228571429,50.006988571428565,0.5857872135714287
2020-05-15 11:30:00,7064.052759727273,691.2401785727274,2351.1842532272726,30.287072800000008,49.8413636,0.5570693833333333
2020-05-15 11:45:00,7621.2816557727265,745.5267857136364,2512.3230519090907,30.811049333333337,47.8363832,0.46798686933333344
2020-05-15 12:00:00,7082.804383090909,693.2185606,2710.0430195000004,31.305375066666667,49.18358353333333,0.5149625866666665
2020-05-15 12:15:00,9525.8817645,930.7735389318179,2906.0137987272724,31.507297733333324,49.84449266666665,0.7878660286666666
2020-05-15 12:30:00,8994.750000454545,879.1685064545454,3143.775974045455,32.147684733333335,52.35325513333332,0.6492476293333332
2020-05-15 12:45:00,9519.056276954545,930.4953463454545,3358.145292227273,32.39142040000001,50.63123993333332,0.7612433119999998
2020-05-15 13:00:00,5901.925324681818,578.2671266227272,3543.696428545454,32.62279607142856,49.6107677142857,0.4160351014285714
2020-05-15 13:15:00,6806.388798818182,666.6357142863637,3704.1728896363634,32.49706446666665,47.01116133333333,0.48924394600000004
2020-05-15 13:30:00,7980.612013,781.1663149318181,3884.042207818182,32.52462140000001,46.66986293333333,0.574561224
2020-05-15 13:45:00,7771.390422,760.7610389772727,4073.566558545455,32.678470866666665,47.51688413333332,0.5609856240000002
2020-05-15 14:00:00,10110.850649727274,988.5030032227271,4288.7199675,33.763185400000005,49.80390433333333,0.7350834633333334
2020-05-15 14:15:00,11809.694805454546,1152.3884740454546,4557.521103954546,34.13076993333335,55.03061299999999,0.8936614913333333
2020-05-15 14:30:00,6495.54237009091,635.8725487,4802.250324636363,34.08138426666666,54.519136733333355,0.466788824
2020-05-15 14:45:00,7305.251352818183,714.6843344227274,4952.359036818182,33.69572221428572,47.618194642857134,0.5421384957142856
2020-05-15 15:00:00,5845.653409090909,572.8984577954545,5120.801136363636,33.89057606666666,46.02908119999998,0.3988885433333333
2020-05-15 15:15:00,6511.597402545454,637.7739448045454,5272.090909045454,34.04374400000002,44.286091933333324,0.4472921486666668
2020-05-15 15:30:00,7588.469155909092,742.859983759091,5445.205627727272,34.40285233333334,46.74428120000002,0.565196397333333
2020-05-15 15:45:00,4888.507305181817,479.26209415,5584.471861454545,34.43094266666666,43.920615799999986,0.3462306933333333
2020-05-15 16:00:00,4960.030844136363,486.5465097409091,5722.171266272728,34.38115033333335,43.332853333333325,0.35818236999999986
2020-05-15 16:15:00,4522.409902590909,443.7930194818182,5827.660714272727,34.12625693333334,41.00743193333334,0.32889611933333307
2020-05-15 16:30:00,4730.891233772727,464.12110389090924,5946.182629818181,34.35660993333332,41.280590666666654,0.34495419599999994
2020-05-15 16:45:00,3535.327110409091,347.44361472272726,6048.143939409091,33.86159653333333,39.41907593333334,0.26034675799999996
2020-05-15 17:00:00,2268.8076298636365,222.49967532272728,6119.1290583636355,33.443313571428575,36.826703642857154,0.16681274142857133
2020-05-15 17:15:00,2259.9391234545456,221.5911526,6175.422889636364,33.30025473333333,35.852207400000005,0.17389863733333324
2020-05-15 17:30:00,1193.1287878636365,116.27348484999999,6211.215909090909,33.03212220000001,34.33840039999998,0.08716188999999999
2020-05-15 17:45:00,517.7840909090909,50.09115259772727,6232.811688318182,32.31187113333332,31.548539333333334,0.03840303359999999
2020-05-15 18:00:00,295.6818181818182,28.562581169090905,6243.202110409091,31.132413642857145,30.225330999999997,0.022544936428571402
2020-05-15 18:15:00,99.96444805045456,9.643262987045455,6247.709415636364,29.24311093333334,28.682507399999995,0.009149944840000002
2020-05-15 18:30:00,0.0,0.0,6248.772727272727,28.49551799999999,27.285992266666664,0.0018410245440000001
2020-05-15 18:45:00,0.0,0.0,6248.772727272727,27.884063800000003,25.96194653333332,0.0
2020-05-15 19:00:00,0.0,0.0,3975.590909090909,17.471984345454548,16.154290133333333,0.0
2020-05-15 19:15:00,0.0,0.0,3975.590909090909,17.243894436363636,16.036902254545453,0.0
2020-05-15 19:30:00,0.0,0.0,3975.590909090909,17.193718903030298,16.38335219393939,7.97890290909091e-05
2020-05-15 19:45:00,0.0,0.0,3975.590909090909,15.137332933333338,14.325439927272726,6.377630254545454e-05
2020-05-15 20:00:00,0.0,0.0,3975.590909090909,14.422023409090906,12.912280000000003,0.0
2020-05-15 20:15:00,0.0,0.0,3975.590909090909,14.898607224242424,13.196016060606059,0.0
2020-05-15 20:30:00,0.0,0.0,3975.590909090909,14.191538242424247,12.966174412121212,0.0
2020-05-15 20:45:00,0.0,0.0,3975.590909090909,14.023851927272727,12.926330539393932,0.0
2020-05-15 21:00:00,0.0,0.0,3975.590909090909,14.10723876969697,13.141715618181818,0.0
2020-05-15 21:15:00,0.0,0.0,3975.590909090909,22.1193604,20.632086200000003,0.0
2020-05-15 21:30:00,0.0,0.0,3975.590909090909,22.221250333333334,20.75869966666666,0.0
2020-05-15 21:45:00,0.0,0.0,3975.590909090909,22.23682846666667,20.91441666666667,0.0
2020-05-15 22:00:00,0.0,0.0,3975.590909090909,22.221858428571423,20.89570392857143,0.0
2020-05-15 22:15:00,0.0,0.0,3975.590909090909,22.149312533333333,20.732185866666665,0.0
2020-05-15 22:30:00,0.0,0.0,3975.590909090909,22.104713866666664,20.829852066666668,0.0
2020-05-15 22:45:00,0.0,0.0,3975.590909090909,22.057079933333338,21.07227566666666,0.0
2020-05-15 23:00:00,0.0,0.0,3975.590909090909,22.236018307692305,21.24131653846154,0.0
2020-05-16 02:00:00,0.0,0.0,0.0,19.711054545454548,18.247403636363632,0.0
2020-05-16 02:15:00,0.0,0.0,0.0,21.688411400000003,19.919203799999995,0.0
2020-05-16 02:30:00,0.0,0.0,0.0,21.510408533333344,19.592691933333338,0.0
2020-05-16 02:45:00,0.0,0.0,0.0,21.496287,19.6248698,0.0
2020-05-16 03:00:00,0.0,0.0,0.0,21.645912599999992,20.06520593333333,0.0
2020-05-16 03:15:00,0.0,0.0,0.0,21.674314200000012,20.112160133333322,0.0
2020-05-16 03:30:00,0.0,0.0,0.0,21.731420933333325,20.351883999999995,0.0
2020-05-16 03:45:00,0.0,0.0,0.0,21.780165733333327,20.505894066666666,0.0
2020-05-16 04:00:00,0.0,0.0,0.0,21.85855535714285,20.81391042857143,0.0
2020-05-16 04:15:00,0.0,0.0,0.0,21.899910733333332,20.71264033333334,0.0
2020-05-16 04:30:00,0.0,0.0,0.0,21.92704853333333,20.72603773333333,0.0
2020-05-16 04:45:00,0.0,0.0,0.0,22.028684399999996,20.79640286666666,0.0
2020-05-16 05:00:00,0.0,0.0,0.0,21.932779999999994,20.682259199999994,0.0
2020-05-16 05:15:00,0.0,0.0,0.0,21.866251666666656,20.472369333333337,0.0
2020-05-16 05:30:00,0.0,0.0,0.0,21.876585066666667,20.760192866666667,0.0
2020-05-16 05:45:00,0.0,0.0,0.0,21.959989266666657,20.5434348,0.0001471694642
2020-05-16 06:00:00,51.41152597409091,4.961931818227273,0.07142857145454545,21.923237500000006,20.256814071428565,0.006205959378571402
2020-05-16 06:15:00,339.7881493454545,32.838636363636354,4.124188311636363,21.860400400000003,20.430387199999995,0.0236337368666666
2020-05-16 06:30:00,705.9740259772727,68.42207792227273,16.564935065909086,21.985833666666668,21.19563799999999,0.04951496813333331
2020-05-16 06:45:00,1128.9707791363637,109.75917207272728,38.37012987045454,22.13967073333333,22.18941033333333,0.07926964346666661
2020-05-16 07:00:00,1552.4074674999997,151.71493506363637,70.65990259772728,22.452713933333328,23.111234599999996,0.1090379683333333
2020-05-16 07:15:00,1970.3660714545454,193.15340909090912,113.2938311681818,22.652451799999998,24.241701266666663,0.13811545166666664
2020-05-16 07:30:00,2474.7264610454545,242.6741883136364,167.0819805181818,22.975138533333332,25.668487533333334,0.17411752466666655
2020-05-16 07:45:00,3424.8896103636366,336.57954545000007,238.14529221363637,23.388554071428572,27.93747607142858,0.24364280571428576
2020-05-16 08:00:00,4197.211039000001,412.29415584545455,332.4512987,23.890523400000003,30.79129613333332,0.2980529893333334
2020-05-16 08:15:00,4783.422889681819,469.13823051818184,442.65584414999995,24.427854333333336,33.00921040000001,0.3386504113333333
2020-05-16 08:30:00,5934.526785681818,581.5097402636363,571.870941559091,25.166898466666666,36.60618880000001,0.4275489526666668
2020-05-16 08:45:00,6476.682629909091,634.4580357090908,726.39935065,25.75717566666666,38.892010733333336,0.47008148533333327
2020-05-16 09:00:00,6407.104707818182,627.6648539,886.4431818136363,25.999422266666667,38.70590013333334,0.46118576866666666
2020-05-16 09:15:00,5800.233766227273,568.4112012999999,1032.7207792454547,26.297007333333337,39.343784466666655,0.41958990999999995
2020-05-16 09:30:00,5899.064123318182,578.0513798681818,1176.6282467727272,26.593668666666666,39.879952333333335,0.42049388400000004
2020-05-16 09:45:00,7324.919642818181,717.1883116909091,1334.4488636818185,27.03096946666666,41.82566533333332,0.5405936786666667
2020-05-16 10:00:00,7346.37094159091,719.2301136318182,1527.5592532272726,27.61135453333334,46.07265193333332,0.491453022
2020-05-16 10:15:00,7135.819805227273,698.6644480545455,1688.6972402727274,27.931213285714293,44.468571,0.4697288307142855
2020-05-16 10:30:00,9403.3222405,919.623863631818,1896.8141233636363,28.282987400000003,48.96266500000001,0.6544368419999997
2020-05-16 10:45:00,8322.5194805,814.3025974,2115.053571454546,28.782326333333334,50.154118,0.5955213746666668
2020-05-16 11:00:00,8061.10795459091,788.8946428590909,2311.7199675454544,29.155497400000005,49.156068866666644,0.5752638966666663
2020-05-16 11:15:00,7606.743506636363,744.6465909045455,2506.880681818182,29.36437579999999,48.12385466666669,0.5423748746666667
2020-05-16 11:30:00,7165.221590954546,701.5830357136365,2689.764610409091,29.689249600000007,46.518255333333315,0.4934305533333332
2020-05-16 11:45:00,8862.228084409091,866.964935059091,2875.715097409091,29.847391799999993,47.04389019999999,0.6227873099999999
2020-05-16 12:00:00,9018.992694818182,882.2447240227273,3096.257305227273,30.08986206666667,50.091819333333326,0.6620043019999998
2020-05-16 12:15:00,7497.198051954546,733.9509740227273,3306.363636409091,30.37689871428572,48.675281857142856,0.5404251285714284
2020-05-16 12:30:00,10394.434253136364,1015.9577921772726,3518.646104,30.886468599999986,50.44957046666666,0.7671194099999998
2020-05-16 12:45:00,11154.736201363638,1088.8915584090907,3783.261363727273,31.22104479999999,54.23274553333336,0.8122406413333334
2020-05-16 13:00:00,8699.341720772727,850.9735389636364,4029.8725649545454,31.313977133333324,52.8518024,0.6361645859999999
2020-05-16 13:15:00,10626.508117272728,1038.3491883636364,4268.255681818182,31.66299653333332,52.0534832,0.7332435986666667
2020-05-16 13:30:00,8436.21996740909,825.3967532454545,4500.233766227273,31.617256666666663,49.747872,0.5838647386666664
2020-05-16 13:45:00,7061.811688318182,691.4637987,4686.034902590909,31.3661072,47.2997298,0.5023924839999998
2020-05-16 14:00:00,6286.546266272728,615.8634740181818,4853.424513,31.423628733333327,46.57489593333333,0.4356849460000001
2020-05-16 14:15:00,8538.385552,835.4613636363637,5029.784902590909,31.989768333333338,47.82889013333332,0.5959771373333334
2020-05-16 14:30:00,7449.915584454546,729.3870941545455,5236.1022728181815,32.24326421428574,48.35548621428572,0.5345009864285716
2020-05-16 14:45:00,7294.942370136364,714.2929383136365,5413.642857136364,32.3501976,46.203597266666655,0.5149644066666669
2020-05-16 15:00:00,7170.9569805,702.2090097363636,5587.6185065,32.43687973333332,45.77020906666667,0.5036263826666666
2020-05-16 15:15:00,5935.646103909091,581.6065746772728,5752.643668818182,32.52414946666668,45.84053753333332,0.419735824
2020-05-16 15:30:00,5062.1314935909095,496.3133116954545,5885.983766227273,32.328025399999994,43.17009266666665,0.349962358
2020-05-16 15:45:00,3857.9756493181817,379.1113636409091,5994.359577909091,32.10339146666665,39.81443886666667,0.26140853199999997
2020-05-16 16:00:00,3376.764610454546,331.9610389545455,6082.580357181819,32.02910173333335,37.71201199999999,0.22768125266666664
2020-05-16 16:15:00,2849.6574674545454,279.56842532727273,6158.726461045455,31.959759599999998,36.30115746666665,0.19186982399999997
2020-05-16 16:30:00,2599.6534091363637,254.94342533181813,6226.525162363637,31.907104571428576,35.772696071428555,0.17559698357142847
2020-05-16 16:45:00,2213.988636409091,217.0709415545455,6285.038149227273,31.887455333333342,34.78123606666667,0.15012816800000006
2020-05-16 17:00:00,1966.207792181818,192.7408279272727,6337.012987,31.747082466666676,33.73915806666665,0.13374320773333326
2020-05-16 17:15:00,1602.2800325454546,156.73051947727274,6380.866883090909,31.540801866666673,32.7458964,0.109053603
2020-05-16 17:30:00,1176.4448052272726,114.39797077727275,6415.098214318182,31.300166866666675,31.59976786666666,0.07958731113333332
2020-05-16 17:45:00,751.5413961090909,72.86826298681818,6438.645292227273,31.048598200000004,30.124161733333338,0.050450763666666606
2020-05-16 18:00:00,392.1063311636363,37.901298701818185,6452.475649318181,30.311684133333326,28.362274333333325,0.026212863333333294
2020-05-16 18:15:00,125.92126622272727,12.15113636409091,6458.7564934090915,29.548225733333325,26.940338066666662,0.0088122812133333
2020-05-16 18:30:00,0.0,0.0,6459.727272727273,28.973063333333336,25.907948600000008,0.00035944967323999996
2020-05-16 18:45:00,0.0,0.0,6459.727272727273,28.685984200000004,25.503218533333328,0.0
2020-05-16 19:00:00,0.0,0.0,6459.727272727273,28.310195785714292,25.37907214285714,0.0
2020-05-16 19:15:00,0.0,0.0,6459.727272727273,27.957889799999997,25.1996236,0.0
2020-05-16 19:30:00,0.0,0.0,6459.727272727273,27.570857733333334,25.1651774,0.0
2020-05-16 19:45:00,0.0,0.0,6459.727272727273,27.256431000000006,24.950970200000008,0.0
2020-05-16 20:00:00,0.0,0.0,6459.727272727273,26.941198600000003,24.4972452,0.0
2020-05-16 20:15:00,0.0,0.0,6459.727272727273,26.701993733333328,24.079714066666664,0.0
2020-05-16 20:30:00,0.0,0.0,6459.727272727273,26.483792999999995,23.827305133333333,0.0
2020-05-16 20:45:00,0.0,0.0,6459.727272727273,26.312024857142852,23.62220114285714,0.0
2020-05-16 21:00:00,0.0,0.0,6459.727272727273,26.008247800000003,23.321525066666663,0.0
2020-05-16 21:15:00,0.0,0.0,6459.727272727273,25.61655473333333,22.952587999999995,0.0
2020-05-16 21:30:00,0.0,0.0,6459.727272727273,25.286441933333325,22.648996933333322,0.0
2020-05-16 21:45:00,0.0,0.0,6459.727272727273,25.1239094,22.432702733333326,0.0
2020-05-16 22:00:00,0.0,0.0,6459.727272727273,25.053472800000005,22.2860412,0.0
2020-05-16 22:15:00,0.0,0.0,6459.727272727273,24.840010600000006,22.0829142,0.0
2020-05-16 22:30:00,0.0,0.0,6459.727272727273,24.612066533333333,21.977158533333338,0.0
2020-05-16 22:45:00,0.0,0.0,6459.727272727273,24.492980857142857,22.052697285714277,0.0
2020-05-16 23:00:00,0.0,0.0,6459.727272727273,24.461625066666667,22.186352466666673,0.0
2020-05-16 23:15:00,0.0,0.0,6459.727272727273,24.39256806666667,22.202923600000005,0.0
2020-05-16 23:30:00,0.0,0.0,6459.727272727273,24.378021199999992,22.112622066666674,0.0
2020-05-16 23:45:00,0.0,0.0,5944.5,24.2493468,21.814211066666658,0.0
2020-05-17 00:00:00,0.0,0.0,223.0909090909091,24.170165933333337,21.631489999999996,0.0
2020-05-17 00:15:00,0.0,0.0,0.0,24.011531466666668,21.648278800000003,0.0
2020-05-17 00:30:00,0.0,0.0,0.0,23.894948399999997,21.48822633333333,0.0
2020-05-17 00:45:00,0.0,0.0,0.0,23.936808999999997,21.51564464285714,0.0
2020-05-17 01:00:00,0.0,0.0,0.0,23.879315066666667,21.53955706666666,0.0
2020-05-17 01:15:00,0.0,0.0,0.0,23.75795086666666,21.395265666666667,0.0
2020-05-17 01:30:00,0.0,0.0,0.0,23.732131937500004,21.871469437500007,0.0
2020-05-17 01:45:00,0.0,0.0,0.0,23.726536066666664,21.646289066666665,0.0
2020-05-17 02:00:00,0.0,0.0,0.0,23.524877800000002,21.33722526666667,0.0
2020-05-17 02:15:00,0.0,0.0,0.0,23.458154133333327,21.357688333333332,0.0
2020-05-17 02:30:00,0.0,0.0,0.0,23.388741200000005,21.382649866666668,0.0
2020-05-17 02:45:00,0.0,0.0,0.0,23.265284928571422,21.255172642857143,0.0
2020-05-17 03:00:00,0.0,0.0,0.0,23.3172954,21.500791266666667,0.0
2020-05-17 03:15:00,0.0,0.0,0.0,23.213891600000007,21.46390179999999,0.0
2020-05-17 03:30:00,0.0,0.0,0.0,22.951873799999998,20.87708946666667,0.0
2020-05-17 03:45:00,0.0,0.0,0.0,22.941931000000004,20.809106600000003,0.0
2020-05-17 04:00:00,0.0,0.0,0.0,22.86391193333333,20.7552002,0.0
2020-05-17 04:15:00,0.0,0.0,0.0,22.822157866666664,20.88553046666666,0.0
2020-05-17 04:30:00,0.0,0.0,0.0,22.867181399999996,21.154836066666675,0.0
2020-05-17 04:45:00,0.0,0.0,0.0,22.74696046666667,21.075091600000004,0.0
2020-05-17 05:00:00,0.0,0.0,0.0,22.567999266666668,20.847640066666663,0.0
2020-05-17 05:15:00,0.0,0.0,0.0,22.57251407142856,20.913125214285728,0.0
2020-05-17 05:30:00,0.0,0.0,0.0,22.549147399999995,21.070228933333336,0.0
2020-05-17 05:45:00,0.0,0.0,0.0,22.587939399999996,21.226391533333338,0.0003334548820000001
2020-05-17 06:00:00,1.5397727272727273,0.14829545454545456,0.005681818181818182,22.69311313333333,21.41633906666666,0.004784626020000001
2020-05-17 06:15:00,122.10551948181819,11.77987013,1.0974025974545454,22.794816266666665,21.68954673333333,0.012349707533333303
2020-05-17 06:30:00,452.83441558181823,43.79155844227272,7.5405844155000015,22.68567306666666,21.89033826666667,0.034180881399999995
2020-05-17 06:45:00,881.7370129818181,85.59293831227274,22.913961038636362,22.948565733333332,22.59763193333333,0.06790460760000001
2020-05-17 07:00:00,1413.137987090909,137.9211039,50.76623376636364,23.29249893333333,23.8324564,0.10699605593333329
2020-05-17 07:15:00,2454.8985389545455,240.74715909090904,97.92045454363638,23.610992333333332,25.834047333333327,0.19643339666666657
2020-05-17 07:30:00,2849.270292181818,279.75998377727274,158.33360389545453,23.90845814285715,27.499169499999997,0.22192249214285714
2020-05-17 07:45:00,4290.577922045454,421.1623376590909,246.11282466818184,24.331876666666666,30.978354933333325,0.3224647546666667
2020-05-17 08:00:00,5066.830357136364,496.80900975000003,367.12824674999996,25.06176140000001,34.63271466666666,0.37870241199999993
2020-05-17 08:15:00,5163.099025909091,506.14975649545454,490.6663961,25.646803733333332,37.817976733333346,0.38355026933333325
2020-05-17 08:30:00,5591.540584409091,548.0823051909091,617.3206168818182,26.146225933333326,40.32618213333332,0.4169753466666666
2020-05-17 08:45:00,7490.961850681819,733.405438309091,775.6956168909092,27.030932600000007,44.45619293333334,0.5618116319999998
2020-05-17 09:00:00,7705.835227272727,754.3619318136364,969.4439934999999,27.683190999999997,48.176432,0.5760844593333335
2020-05-17 09:15:00,6493.112824681818,635.961607140909,1129.8652597272726,27.98594028571428,45.11740971428571,0.4417064292857143
2020-05-17 09:30:00,8345.037337636364,816.6050324681818,1325.2564935,28.59910273333333,46.90497853333332,0.6269646620000002
2020-05-17 09:45:00,10331.799513181819,1009.9195617318182,1547.1826298181818,29.235620000000008,49.940614800000006,0.7723580713333331
2020-05-17 10:00:00,9834.280031909091,961.3631493545455,1804.8384740000001,30.091312666666667,52.08946933333332,0.7535374446666665
2020-05-17 10:15:00,9696.743506681818,948.2525974045456,2033.6306818181822,30.02618813333333,48.93250113333332,0.7175451686666664
2020-05-17 10:30:00,10234.565747272727,999.5868506727271,2279.8904220909094,30.15890106666666,50.7184002,0.6858816020000001
2020-05-17 10:45:00,11477.605519545452,1119.7467533181818,2551.939935090909,31.06742553333333,55.44627719999998,0.8551090753333335
2020-05-17 11:00:00,11050.217532272727,1078.158279181818,2811.5738636363635,31.16485806666666,55.28936173333334,0.8123890526666667
2020-05-17 11:15:00,12601.997565,1228.8469155181817,3106.9074674999997,31.531129999999994,60.20856953333332,0.9979036360000001
2020-05-17 11:30:00,12219.946428636364,1192.0028409545455,3418.5438311818184,32.31780807142856,63.14558157142854,0.97745754
2020-05-17 11:45:00,10746.393668454546,1048.8400703227273,3695.4558981818177,32.5278644,61.80199160000002,0.8699089559999998
2020-05-17 12:00:00,8163.697240136364,798.6218344227273,3911.634740318182,32.49596766666665,56.10107626666668,0.6354509620000001
2020-05-17 12:15:00,10569.367694954544,1032.1840097363636,4139.642857136364,32.985549066666664,55.09422820000002,0.7835893886666665
2020-05-17 12:30:00,8347.828733772729,815.9969967409089,4373.861201318182,33.10833713333333,56.41586320000001,0.6696705126666666
2020-05-17 12:45:00,10475.902597454546,1022.6280843818181,4592.754058454546,33.64918780000002,56.55667753333334,0.8371243526666667
2020-05-17 13:00:00,5873.676948045454,575.3819805136364,4820.15909090909,33.88692626666668,53.80755813333333,0.42249887533333336
2020-05-17 13:15:00,6453.4683442272735,631.3867694818183,4933.2857143636365,33.05344033333334,43.390948399999985,0.4517712340000001
2020-05-17 13:30:00,10238.913149272728,999.6965097000001,5173.957792181818,33.727412999999984,54.289650400000006,0.7428897426666665
2020-05-17 13:45:00,8495.29788959091,830.3124999999999,5381.596590863636,34.05229864285715,52.02791714285715,0.6250849942857143
2020-05-17 14:00:00,8882.966720499999,867.9072240181818,5624.824675318182,34.48483913333334,55.32990506666667,0.6977725753333334
2020-05-17 14:15:00,5776.753246772728,565.9157467545455,5780.064123409091,34.30416453333332,47.85390453333333,0.4311784306666665
2020-05-17 14:30:00,3975.769480545455,390.00576297727275,5905.830357181819,34.024115333333356,44.90596926666668,0.3150899026666668
2020-05-17 14:45:00,9535.489448,932.1926948136363,6059.728896136364,34.14708273333335,47.63582766666664,0.6598271179999997
2020-05-17 15:00:00,9263.620941409092,906.0277597454544,6307.818181818182,35.109771733333325,54.054819666666646,0.6836362013333335
2020-05-17 15:15:00,7155.797889545454,700.6484577863636,6504.491071409091,35.25248613333335,49.98867166666666,0.5102416726666665
2020-05-17 15:30:00,7921.360389636364,775.1569805181819,6694.6631492727265,34.981652571428555,49.418605214285705,0.5909004857142857
2020-05-17 15:45:00,4205.39204540909,412.7323051954545,6832.725649227273,34.612787199999985,43.38971593333331,0.289312882
2020-05-17 16:00:00,6369.599025954545,623.8436688318181,6970.577110409091,34.73750799999998,44.045326466666666,0.4533658826666666
2020-05-17 16:15:00,4677.661255454545,458.84954005000003,7097.389880999999,31.031938857142862,39.526938357142846,0.3384331157142855
2020-05-17 16:30:00,4232.735389636364,415.27930194545456,7205.170454499999,29.565622933333326,36.27662340000002,0.29131288666666666
2020-05-17 16:45:00,3722.8303571818183,365.69813311818183,7304.6444805,29.363769533333333,35.604502399999994,0.257869254
2020-05-17 17:00:00,2037.9910714999999,199.8004058409091,7374.358766181817,28.750748666666674,32.94330453333332,0.1410015502666666
