,DC_Power_kW,AC_Power_kW,Daily_Yield_kW,Ambient_Temperature_C,Module_Temperature_C,Irradition
2020-05-15 15:15:00,869.6924242424241,850.9172727272727,6314.59393939394,37.08661827586207,48.28441227586209,0.6051379079310345
2020-05-15 15:30:00,638.2866666666667,625.2424242424241,6501.187878787878,36.62616283333332,45.37170126666664,0.4486365886666665
2020-05-15 15:45:00,720.7140909090909,705.6508441558441,6665.347186147186,36.755735033333366,44.97519003333333,0.5056144153333334
2020-05-15 16:00:00,644.8457142857143,631.6317748917749,6833.4147186147175,36.75465755172414,45.03773751724137,0.45046358896551725
2020-05-15 16:15:00,473.0917532467531,463.94971861471856,6970.371212121212,36.59955246666666,41.94711026666666,0.32714331333333324
2020-05-15 16:30:00,423.1878787878788,415.4921212121213,7077.533333333332,36.257382233333345,40.56484676666665,0.29187836999999994
2020-05-15 16:45:00,442.44545454545454,434.2478787878788,7188.78484848485,36.287952965517235,40.67958106896552,0.30025401586206885
2020-05-15 17:00:00,290.4206493506494,285.19374458874466,7280.168614718615,36.00283696666667,39.21984663333332,0.20380112399999997
2020-05-15 17:15:00,194.05679653679655,190.2134632034632,7336.5632034632035,35.62733758620689,37.1342668275862,0.13399855762068963
2020-05-15 17:30:00,95.04757575757576,92.43181818181816,7374.418614718615,35.2095745,35.678952999999986,0.0668117974
2020-05-15 17:45:00,38.53515151515151,37.24727272727272,7388.696969696969,34.731651551724134,34.00562065517241,0.028155148965517195
2020-05-15 18:00:00,24.783636363636365,23.932424242424243,7396.327272727274,34.36776166666666,33.14801006666666,0.017895229583333297
2020-05-15 18:15:00,15.180822510822514,14.650000000000004,7401.231818181818,33.985283999999986,32.47362655172413,0.010471804437931
2020-05-15 18:30:00,2.3514502164502167,2.268311688311688,7403.407792207791,33.545849633333326,31.703619466666655,0.0026849175524666005
2020-05-15 18:45:00,0.0,0.0,7403.454545454545,33.09357417241379,31.061414000000003,0.0
2020-05-15 19:00:00,0.0,0.0,7403.454545454545,32.57998866666666,30.36881916666666,0.0
2020-05-15 19:15:00,0.0,0.0,7403.454545454545,32.10647055172413,29.5702694137931,0.0
2020-05-15 19:30:00,0.0,0.0,7403.454545454545,31.785209066666667,29.3748617,0.0
2020-05-15 19:45:00,0.0,0.0,7403.454545454545,31.505344758620694,28.92643162068965,0.0
2020-05-15 20:00:00,0.0,0.0,7403.454545454545,31.447315499999988,28.39059036666666,0.0
2020-05-15 20:15:00,0.0,0.0,7377.824242424243,30.797678633333337,27.45114633333333,0.0
2020-05-15 20:30:00,0.0,0.0,7403.454545454545,30.550728793103442,27.475042827586208,0.0
2020-05-15 20:45:00,0.0,0.0,7403.454545454545,31.047410586206887,29.370689551724137,0.00012042621758619995
2020-05-15 21:00:00,0.0,0.0,7403.454545454545,30.007678199999997,29.169210799999995,0.0
2020-05-15 21:15:00,0.0,0.0,7372.7240259740265,28.979583733333335,28.141885233333337,0.0
2020-05-15 21:30:00,0.0,0.0,7403.454545454545,28.427109413793104,27.41392779310344,0.0
2020-05-15 21:45:00,0.0,0.0,7403.454545454545,28.300552466666662,27.0304251,0.0
2020-05-15 22:00:00,0.0,0.0,7403.454545454545,28.329858172413786,26.927772137931036,0.0
2020-05-15 22:15:00,0.0,0.0,7403.454545454545,28.324164999999997,26.876662333333332,0.0
2020-05-15 22:30:00,0.0,0.0,7403.454545454545,28.228881733333324,26.848582999999998,0.0
2020-05-15 22:45:00,0.0,0.0,7381.951515151516,28.145526758620687,26.78983489655172,0.0
2020-05-15 23:00:00,0.0,0.0,7403.454545454545,27.70949446428572,26.529794928571427,0.0
2020-05-15 23:30:00,0.0,0.0,7403.454545454545,26.951768444444443,25.081197222222226,0.0
2020-05-15 23:45:00,0.0,0.0,6795.745454545456,26.75583189655173,24.814483758620682,0.0
2020-05-16 00:00:00,0.0,0.0,2342.0575757575757,26.52780646666667,24.433264066666666,0.0
2020-05-16 00:15:00,0.0,0.0,1227.3181818181818,26.68731262068966,24.52914206896552,0.0
2020-05-16 00:30:00,0.0,0.0,1227.3181818181818,26.633027833333337,24.688451233333332,0.0
2020-05-16 00:45:00,0.0,0.0,1227.3181818181818,26.676575733333337,24.880440366666672,0.0
2020-05-16 01:00:00,0.0,0.0,1189.1272727272726,26.44045593103449,24.553808758620686,0.0
2020-05-16 01:15:00,0.0,0.0,1036.3636363636363,26.193041999999995,24.117222133333325,0.0
2020-05-16 01:30:00,0.0,0.0,1036.3636363636363,26.003380103448272,23.93489220689656,0.0
2020-05-16 01:45:00,0.0,0.0,1036.3636363636363,25.954582733333336,23.974197333333336,0.0
2020-05-16 02:00:00,0.0,0.0,1036.3636363636363,25.732708103448275,23.781227931034483,0.0
2020-05-16 02:15:00,0.0,0.0,1036.3636363636363,25.415572900000008,23.332380266666675,0.0
2020-05-16 02:30:00,0.0,0.0,1036.3636363636363,25.192772241379313,22.96086503448276,0.0
2020-05-16 02:45:00,0.0,0.0,1036.3636363636363,24.890646333333333,22.694644266666668,0.0
2020-05-16 03:00:00,0.0,0.0,1036.3636363636363,24.738907866666672,22.363634266666672,0.0
2020-05-16 03:15:00,0.0,0.0,1036.3636363636363,24.387892137931043,22.108074344827582,0.0
2020-05-16 03:30:00,0.0,0.0,1036.3636363636363,24.336302699999997,21.942061599999995,0.0
2020-05-16 03:45:00,0.0,0.0,1023.5181818181819,24.443725379310344,21.881461620689652,0.0
2020-05-16 04:00:00,0.0,0.0,843.6818181818181,24.145103033333328,21.844981000000004,0.0
2020-05-16 04:15:00,0.0,0.0,843.6818181818181,23.82684310344827,21.78638127586208,0.0
2020-05-16 04:30:00,0.0,0.0,843.6818181818181,23.926709899999995,21.9009552,0.0
2020-05-16 04:45:00,0.0,0.0,843.6818181818181,23.85060433333333,21.74698586666666,0.0
2020-05-16 05:00:00,0.0,0.0,843.6818181818181,23.555944965517245,21.46942344827586,0.0
2020-05-16 05:15:00,0.0,0.0,843.6818181818181,23.60817266666667,21.290091866666668,0.0
2020-05-16 05:30:00,0.0,0.0,28.681818181818183,23.65812755172413,21.139804310344836,0.0
2020-05-16 05:45:00,0.0,0.0,0.0,23.7527953,21.518120300000007,0.0014716350559999996
2020-05-16 06:00:00,14.252619047619048,13.757813852813852,1.0134199134199136,24.044604566666656,22.218802999999994,0.013038686723333302
2020-05-16 06:15:00,46.947272727272725,45.404848484848486,8.172727272727274,23.967375551724125,22.682919206896557,0.03518024193103451
2020-05-16 06:30:00,86.0021645021645,83.47493506493505,24.24307359307359,24.587146000000004,23.915494766666665,0.0609255881666666
2020-05-16 06:45:00,126.8439393939394,123.44030303030304,50.048484848484854,25.35418586206897,25.459055931034484,0.08755691486206892
2020-05-16 07:00:00,168.2261471861472,164.81108225108227,86.34112554112554,25.97149146666667,27.4219574,0.12711576119999995
2020-05-16 07:15:00,251.6874242424242,246.98203463203464,133.93030303030304,26.566503000000008,28.132564206896554,0.19778686862068956
2020-05-16 07:30:00,388.9672727272727,382.19242424242424,214.63636363636363,27.209009833333326,28.955779966666668,0.3151637090000001
2020-05-16 07:45:00,385.29075757575754,378.3910173160173,311.7580086580087,27.765504866666664,34.27935109999999,0.3058852646666666
2020-05-16 08:00:00,543.521515151515,532.7669696969698,422.70909090909095,28.17533934482758,37.614650241379316,0.44046019896551714
2020-05-16 08:15:00,622.6311904761905,610.009632034632,565.4311688311687,29.113189700000007,42.30031596666666,0.4899591566666665
2020-05-16 08:30:00,705.1878571428572,690.5814285714287,725.7077922077923,29.589240689655174,45.436127724137926,0.5499689682758623
2020-05-16 08:45:00,751.4684848484849,735.7242424242423,905.0272727272728,30.233230599999988,47.403093399999996,0.5789609316666664
2020-05-16 09:00:00,847.4117748917747,829.2362554112552,1103.0482683982684,30.44131886206898,48.82589499999999,0.6565032462068969
2020-05-16 09:15:00,907.4729437229435,887.7262987012986,1317.4270562770564,31.13129986666665,51.067704066666664,0.705570373
2020-05-16 09:30:00,963.4012121212122,942.1518831168831,1543.7456709956712,31.737163266666673,54.30058103333334,0.7526609196666668
2020-05-16 09:45:00,960.5802380952381,939.1413203463202,1781.884632034632,32.11526058620689,56.264713862068966,0.7908359968965513
2020-05-16 10:00:00,810.0984848484849,791.7515151515152,1996.569696969697,32.42292273333332,56.885681,0.8210548630000001
2020-05-16 10:15:00,846.2631601731601,826.6041991341991,2200.078138528139,32.97431448275861,58.69473279310344,0.850826361724138
2020-05-16 10:30:00,754.38158008658,736.0153896103895,2391.7274891774896,33.75172126666666,59.49848046666666,0.8944378663333336
2020-05-16 10:45:00,774.6305194805194,756.0287229437229,2580.844155844156,33.87341937931034,59.90787155172415,0.8842393555172413
2020-05-16 11:00:00,798.6749350649351,779.0901731601731,2772.715584415584,34.151093499999995,61.634741466666654,0.919856763333333
2020-05-16 11:15:00,808.3179437229436,788.4923809523808,2966.574458874459,34.83831173333332,62.845888866666655,0.9303220560000003
2020-05-16 11:30:00,831.4600000000002,810.8836363636365,3168.975757575757,34.83090617241381,63.092098931034506,0.981038665517242
2020-05-16 11:45:00,794.7768614718615,775.051948051948,3367.519264069264,35.47820933333332,63.827183966666695,0.9896192403333331
2020-05-16 12:00:00,732.7194155844156,714.8954112554114,3558.212554112554,36.23130213793103,66.01627882758618,0.9797943403448275
2020-05-16 12:15:00,620.9154112554113,607.5682251082251,3717.1696969696977,36.35895586666665,62.169259600000004,0.6037395006666664
2020-05-16 12:30:00,724.8827922077921,708.4906493506494,3885.495887445888,35.73488673333335,55.99414356666668,0.731962184
2020-05-16 12:45:00,502.5983766233766,492.17883116883115,4030.392857142857,35.67410289655173,53.973513931034475,0.48704871206896533
2020-05-16 13:00:00,743.878658008658,726.8907575757574,4184.438744588744,35.519780666666655,53.70854493333332,0.7021673600000002
2020-05-16 13:15:00,752.2504112554111,734.9372727272728,4365.72316017316,35.95901182758621,54.68054724137931,0.6825979027586206
2020-05-16 13:30:00,814.9494155844156,795.3182683982685,4556.451298701299,36.16299976666666,57.33585799999999,0.841435496333333
2020-05-16 13:45:00,479.3366233766233,469.21190476190475,4693.574242424243,35.9030577,52.90961203333333,0.4480849389999998
2020-05-16 14:00:00,635.3081818181818,621.7593939393939,4852.354545454546,35.17039017241381,48.40738344827585,0.6341718075862067
2020-05-16 14:15:00,859.7726839826839,839.7694588744588,5034.875324675325,35.070132666666645,47.87680756666668,0.7138214220000001
2020-05-16 14:30:00,866.1474458874458,845.6971428571429,5247.653246753247,35.35950041379309,51.45765844827587,0.7975343986206895
2020-05-16 14:45:00,626.759935064935,613.805735930736,5431.964502164501,35.03316013333335,47.37650940000001,0.46407911100000004
2020-05-16 15:00:00,632.3506277056277,619.2993722943723,5593.665367965368,34.60527850000002,44.744815966666664,0.44333974799999987
2020-05-16 15:15:00,443.91848484848475,435.7906060606061,5715.887878787878,34.16651227586206,40.97084744827586,0.30411609827586195
2020-05-16 15:30:00,572.7090043290042,561.2530735930736,5847.185714285715,34.53725489999999,42.3535389,0.39341200833333334
2020-05-16 15:45:00,457.9732251082251,449.5040692640692,5967.906493506495,34.33549355172411,41.21859306896553,0.31168041482758624
2020-05-16 16:00:00,329.39309523809527,323.28335497835496,6069.875108225108,34.15994656666667,39.69061286666667,0.22228577400000005
2020-05-16 16:15:00,318.4176623376623,312.90785714285715,6089.106277056278,33.872442758620686,38.4169141034483,0.21924623758620687
2020-05-16 16:30:00,165.3730303030303,161.8093939393939,5994.987878787879,33.26039943333332,37.33207719999999,0.11678789733333331
2020-05-16 16:45:00,99.8977922077922,97.20694805194803,6021.83896103896,31.583788233333323,33.569139599999986,0.0669655043666666
2020-05-16 17:00:00,127.95192640692639,124.91268398268399,6030.624458874459,31.56179186206896,33.810719551724134,0.08907629162068958
2020-05-16 17:15:00,44.973614718614726,43.52140692640693,6074.128138528139,31.83867710000001,32.71229879999999,0.03079994318333331
2020-05-16 17:30:00,15.9569696969697,15.402792207792208,6080.722727272727,31.224220733333347,29.016643266666655,0.005521076079999899
2020-05-16 17:45:00,7.7306060606060605,7.455757575757576,6083.424242424243,30.5263031724138,27.029708379310332,0.002704928066551699
2020-05-16 18:00:00,0.7855844155844156,0.7582900432900433,6084.490909090909,29.60905849999999,26.4780304,0.0
2020-05-16 18:15:00,0.0,0.0,6084.5,29.016219655172424,26.250010724137937,0.0004274467713793001
2020-05-16 18:30:00,0.0,0.0,6084.5,29.19156810000001,26.27404806666668,0.0011526068119999998
2020-05-16 18:45:00,0.0,0.0,6059.428571428572,29.55729153333333,25.79432870000001,0.0006664907476665998
2020-05-16 19:00:00,0.0,0.0,6084.5,30.23259034482759,27.727660000000004,0.0014265874813793001
2020-05-16 19:15:00,0.0,0.0,6128.654545454545,29.96540930000001,29.119404199999995,8.698919513333332e-05
2020-05-16 19:30:00,0.0,0.0,6305.272727272727,29.823854724137938,28.76035496551723,0.0
2020-05-16 19:45:00,0.0,0.0,6305.272727272727,29.4201181,28.404772933333334,0.0
2020-05-16 20:00:00,0.0,0.0,6305.272727272727,28.76313734482758,27.83533031034484,0.0
2020-05-16 20:15:00,0.0,0.0,6305.272727272727,28.20594473333334,27.102158700000007,0.0
2020-05-16 20:30:00,0.0,0.0,6305.272727272727,28.205386266666668,26.741445866666687,0.0
2020-05-16 20:45:00,0.0,0.0,6305.272727272727,28.360543206896544,26.710662758620696,0.0
2020-05-16 21:00:00,0.0,0.0,6305.272727272727,28.578784100000004,26.9042196,0.0
2020-05-16 21:15:00,0.0,0.0,6305.272727272727,28.61048517241378,27.11508279310344,0.0
2020-05-16 21:30:00,0.0,0.0,6281.875757575757,28.407591899999996,26.79899380000001,0.0
2020-05-16 21:45:00,0.0,0.0,6305.272727272727,28.270994066666653,26.638355366666666,0.0
2020-05-16 22:00:00,0.0,0.0,6282.933333333333,28.25846386206897,26.729321620689667,0.0
2020-05-16 22:15:00,0.0,0.0,6305.272727272727,28.13605563333332,26.82591456666667,0.0
2020-05-16 22:30:00,0.0,0.0,6305.272727272727,28.313420965517242,27.722994137931025,0.0
2020-05-16 22:45:00,0.0,0.0,6305.272727272727,28.208466666666666,27.788521233333327,0.0
2020-05-16 23:00:00,0.0,0.0,6281.472727272727,27.52852131034482,27.18614355172414,0.0
2020-05-16 23:15:00,0.0,0.0,6305.272727272727,27.132864233333326,26.697984833333336,0.0
2020-05-16 23:30:00,0.0,0.0,6305.272727272727,26.87304173333333,26.268268933333328,0.0
2020-05-16 23:45:00,0.0,0.0,5743.057575757575,26.52578620689655,25.573910379310338,0.0
2020-05-17 00:00:00,0.0,0.0,1858.269696969697,26.290046066666672,25.420961466666665,0.0
2020-05-17 00:15:00,0.0,0.0,1058.9545454545455,26.14886572413793,25.074880586206895,0.0
2020-05-17 00:30:00,0.0,0.0,1058.9545454545455,25.88355113333333,24.7258465,0.0
2020-05-17 00:45:00,0.0,0.0,1058.9545454545455,25.906167800000013,24.59549053333334,0.0
2020-05-17 01:00:00,0.0,0.0,1007.3454545454545,25.762797379310346,24.348200310344836,0.0
2020-05-17 01:15:00,0.0,0.0,800.9090909090909,25.516406200000002,23.868965633333335,0.0
2020-05-17 01:30:00,0.0,0.0,800.9090909090909,25.367535399999998,23.30727846666667,0.0
2020-05-17 01:45:00,0.0,0.0,800.9090909090909,24.8305216,22.689634266666662,0.0
2020-05-17 02:00:00,0.0,0.0,800.9090909090909,24.73006183333333,22.411698466666675,0.0
2020-05-17 02:15:00,0.0,0.0,800.9090909090909,24.467926172413787,22.172177068965524,0.0
2020-05-17 02:30:00,0.0,0.0,800.9090909090909,24.254664199999993,21.83082796666667,0.0
2020-05-17 02:45:00,0.0,0.0,800.9090909090909,24.288478482758627,22.096859793103455,0.0
2020-05-17 03:00:00,0.0,0.0,800.9090909090909,24.180006900000002,22.021512966666663,0.0
2020-05-17 03:15:00,0.0,0.0,800.9090909090909,23.95225926666667,21.718280100000005,0.0
2020-05-17 03:30:00,0.0,0.0,800.9090909090909,24.118318793103455,22.020066999999997,0.0
2020-05-17 03:45:00,0.0,0.0,781.6212121212121,24.31887113333333,22.57031766666666,0.0
2020-05-17 04:00:00,0.0,0.0,511.59090909090907,24.366301620689647,22.701633862068956,0.0
2020-05-17 04:15:00,0.0,0.0,511.59090909090907,24.63787533333333,23.122368433333335,4.478824343333332e-05
2020-05-17 04:30:00,0.0,0.0,511.59090909090907,24.72773365517241,23.30426886206897,0.0
2020-05-17 04:45:00,0.0,0.0,511.59090909090907,24.898119999999995,23.51796473333333,0.0
2020-05-17 05:00:00,0.0,0.0,511.59090909090907,24.736520689655173,23.295683827586217,0.0
2020-05-17 05:15:00,0.0,0.0,511.59090909090907,24.856989433333332,23.203091533333335,0.0
2020-05-17 05:30:00,0.0,0.0,23.4,24.683102299999995,23.13533836666666,0.0
2020-05-17 05:45:00,0.0,0.0,0.0,24.473037241379306,22.776863793103455,9.398705537931032e-05
2020-05-17 06:00:00,3.8842424242424243,3.7463636363636366,0.11515151515151514,24.319194931034485,23.05678482758621,0.005539939377931
2020-05-17 06:15:00,24.10246753246753,23.2717316017316,3.5404761904761908,25.05646456666667,24.004122866666663,0.018370466033333303
2020-05-17 06:30:00,35.91160173160173,34.700865800865806,10.90865800865801,25.291162066666672,24.822537133333334,0.026291506733333293
2020-05-17 06:45:00,42.85867965367965,41.43508658008658,20.194372294372297,25.52368889655172,25.355253,0.031180783551724114
2020-05-17 07:00:00,68.09038961038961,65.97722943722944,33.00779220779221,25.723395833333328,25.94643143333333,0.047666921999999994
2020-05-17 07:15:00,102.15575757575758,99.26999999999998,53.42727272727272,26.13572644827586,27.001655241379318,0.06943686334482763
2020-05-17 07:30:00,185.1849783549783,181.32696969696968,87.15432900432899,26.674718200000008,28.91844586666666,0.12705765549999987
2020-05-17 07:45:00,330.73205627705624,324.7749567099567,147.58160173160175,27.605171700000007,32.49521086666665,0.23571825199999988
2020-05-17 08:00:00,560.4416450216451,549.3934848484848,251.95043290043293,28.544006379310336,37.89159403448276,0.4306667141379311
2020-05-17 08:15:00,607.9668398268399,595.6698484848484,403.1357142857142,29.212374800000006,43.30446356666667,0.4617634923333332
2020-05-17 08:30:00,663.390303030303,649.7903030303031,557.6636363636363,29.689127689655166,44.71320524137933,0.5120760037931033
2020-05-17 08:45:00,633.6164069264069,620.707380952381,718.346103896104,29.988076833333334,45.068606466666665,0.47091149399999976
2020-05-17 09:00:00,721.1208874458875,706.0642207792208,878.9426406926407,30.047706344827592,44.35975199999999,0.5358374679310347
2020-05-17 09:15:00,928.8241774891775,908.4961471861471,1081.798484848485,30.70545853333332,48.36055799999999,0.7126864326666665
2020-05-17 09:30:00,786.3960389610392,769.2321861471861,1299.6679653679653,31.639831800000003,51.343681800000006,0.69034313
2020-05-17 09:45:00,805.3360606060606,787.6127272727273,1488.3030303030303,31.798153655172413,50.57241631034481,0.7143508155172413
2020-05-17 10:00:00,725.7016233766234,709.8490476190476,1678.1080086580087,32.37219356666666,52.08409933333334,0.6756343696666663
2020-05-17 10:15:00,610.1804761904762,597.2978138528138,1842.0794372294374,32.305682333333344,49.34352216666669,0.5722676586666665
2020-05-17 10:30:00,785.8867099567099,768.733116883117,2005.5406926406924,32.44208482758621,48.37232193103446,0.6707603986206897
2020-05-17 10:45:00,763.1054978354979,745.9725757575758,2196.0725108225106,32.983186866666664,50.800837966666656,0.7487384033333337
2020-05-17 11:00:00,687.620303030303,672.1521212121212,2374.6030303030307,33.59000886206897,51.39774210344828,0.7441024282758621
2020-05-17 11:15:00,627.1655627705627,613.4812121212121,2542.153463203463,33.80211653333333,51.108978366666655,0.6819333059999999
2020-05-17 11:30:00,549.7881818181818,538.4341125541124,2682.9229437229446,33.973234793103444,47.99884775862071,0.49810529586206864
2020-05-17 11:45:00,648.5322077922078,635.2810173160174,2826.6313852813855,33.679462599999994,44.842006433333346,0.4553650786666666
2020-05-17 12:00:00,746.773463203463,731.139264069264,2993.764502164502,33.77068696666666,46.61196483333334,0.5253698983333331
2020-05-17 12:15:00,816.3063636363637,798.930606060606,3187.690909090909,34.13644831034482,48.85399431034482,0.5782548813793102
2020-05-17 12:30:00,848.7013419913419,830.467554112554,3392.5179653679647,34.32172226666669,50.2038616,0.6100332046666668
2020-05-17 12:45:00,840.5655627705629,821.9253030303029,3601.845021645022,34.64678210344826,51.270621620689646,0.7156156220689653
2020-05-17 13:00:00,841.0284848484848,822.1430952380953,3803.8012987012985,35.0309509,53.76064456666668,0.7547384810000001
2020-05-17 13:15:00,674.2286580086579,658.7620129870129,3626.631818181818,35.524102689655166,56.54186906896552,0.7998285427586207
2020-05-17 13:30:00,446.8478787878788,437.07878787878786,2188.3393939393936,36.10341906666667,59.10052996666666,0.6887480663333335
2020-05-17 13:45:00,815.9641341991342,797.2180303030302,4278.408008658009,36.21466379310345,55.301878862068946,0.7612834286206897
2020-05-17 14:00:00,734.312142857143,717.6714718614719,4469.428138528138,36.49803150000001,54.589568000000014,0.7789892303333336
